,account_name,month,channel,post_id,engagement,rankengage
32785,จ ะ เ ที่ ย ว ไ ป ไ ห น,June,facebook,496,92516,452.0
26216,give.me.museums,December,twitter,35,92507,27.0
24877,_evefee_,July,twitter,47,92500,43.0
28995,pom_vinji,December,instagram,51,92496,183.0
14499,MidoriKawa caster,January,youtube,27,92457,110.0
24367,Ya Taliban,December,youtube,18,92449,79.0
42402,เที่ยวแบบกรู,October,facebook,474,92433,457.0
37668,รักลูกนะ,March,facebook,55,92430,439.0
2406,Baroctar,June,instagram,66,92376,187.0
11679,Kanunnk,July,youtube,9,92373,107.0
33509,ฌอน บูรณะหิรัญ,March,youtube,16,92345,113.0
966,Ahtee PaPaNG,July,youtube,31,92334,108.0
24829,Zom Marie,November,youtube,13,92309,86.0
13009,Loi story,September,facebook,329,92289,432.0
12854,Lily Nawiya,January,instagram,32,92218,169.0
28989,poiluang_cooking,October,instagram,14,92170,181.0
11585,Kan Atthakorn,January,instagram,3,92112,170.0
10800,Japan จอมโหด and friends,August,facebook,28,91995,442.0
11408,KNCraZy,July,youtube,41,91992,109.0
31120,กินได้อร่อยด้วย,June,youtube,14,91977,114.0
42497,เที่ยวไหมครับ,November,facebook,121,91976,446.0
32627,คุณแม่เลอค่า,October,facebook,374,91938,458.0
6242,EDTguide.com,October,facebook,1098,91910,459.0
14707,MinutevideosThailand,July,youtube,10,91905,110.0
30359,yingworldfood,February,instagram,66,91903,168.0
11357,KK Honcool,March,youtube,32,91893,114.0
5922,Dr.V Channel,February,youtube,43,91892,109.0
41044,อาจารย์อดัม,November,instagram,27,91883,176.0
23498,Vivienne Wonder,August,facebook,132,91872,443.0
19101,Rocky Journey,March,facebook,226,91859,440.0
20488,Spaceth.co,February,facebook,56,91855,430.0
38980,สมาคมคนรักบิ๊กไบค์,September,facebook,51,91854,433.0
2483,BeBell,April,youtube,8,91853,125.0
20666,StardewToon,June,youtube,14,91826,115.0
2871,Berserker Game,August,youtube,51,91821,101.0
32147,ครูนอกกรอบ,May,facebook,71,91811,445.0
45258,"ไปกินกัน - ""Let's Eat""",October,instagram,60,91742,182.0
42892,เมริรีวิว,May,twitter,20,91742,37.0
21350,THE AUN GAME,July,youtube,36,91701,111.0
28987,poiluang_cooking,May,instagram,26,91663,168.0
1611,Attack All Around,October,facebook,55,91659,460.0
26023,fhay_cotton_h,August,twitter,61,91658,32.0
36252,ฝนตกเป็นหนัง,March,facebook,388,91628,441.0
33051,ฉากนี้แม่งได้ว่ะ,August,facebook,46,91627,444.0
40956,อันดับ 10,November,youtube,26,91593,87.0
12144,Kinjubkinjib - กินจุ๊บกินจิ๊บ,August,instagram,46,91574,194.0
30594,กับข้าวกับปลาโอ Plaocooking,September,youtube,21,91569,97.0
36053,ป๊อบ ปิยนุช จิตตินันทน์,October,twitter,97,91558,39.0
37063,มนุษย์เงินเดือน คิดมาก,June,facebook,62,91556,453.0
7498,FPSThailand.com,November,facebook,242,91511,447.0
2025,BKKMENU.COM,July,facebook,349,91488,454.0
34101,ต้นหลิว,May,instagram,14,91475,169.0
297,2how.com,April,facebook,317,91396,453.0
24679,ZJB,December,facebook,72,91324,426.0
29740,teamgarrymoviethai (ลุงพี),March,youtube,25,91305,115.0
23779,Wawow,May,instagram,29,91275,170.0
7913,Fit Kab Dao,April,instagram,69,91270,176.0
35827,ปั่นแค่ไหว,August,facebook,1224,91157,445.0
8671,GUZAP,May,facebook,71,91150,446.0
13280,MENOW,January,youtube,13,91148,111.0
14622,MindaRyn,July,youtube,12,91146,112.0
36496,พาเธอไป Journey,February,facebook,436,91144,431.0
19828,Senpom Salon,March,instagram,120,91127,194.0
18301,Pom_vinij,October,facebook,165,91115,461.0
13768,Mai Yom Auon ไม่ยอมอ้วน,September,facebook,24,91114,434.0
41885,เจ้าหญิงน้อยแห่งอันดามัน,June,facebook,666,91100,454.0
24274,Xcrosz,December,youtube,30,91056,80.0
2227,Bacon Time,March,facebook,29,91053,442.0
18542,PuPe_so_Sweet,April,facebook,144,91034,454.0
34231,ทันหุ้น,May,facebook,1790,91025,447.0
12678,Layzaracing Channel,November,youtube,17,91010,88.0
23198,U me go แบบนี้ต้องไปจัด,January,facebook,159,90985,416.0
38905,สถานีเติมรอยยิ้ม,August,facebook,163,90974,446.0
38010,ลงทุนเกิร์ล,April,facebook,72,90966,455.0
8544,GALE LEGA,May,instagram,25,90958,171.0
34939,นายอาร์ม,November,facebook,25,90948,448.0
9713,Hasham Shereenคนอะไรตัวอย่างหมี,August,facebook,231,90945,447.0
17121,PINTO GAMING,July,instagram,22,90910,199.0
9423,Guy Haru Family,November,youtube,52,90898,89.0
1090,Alita Pear,April,instagram,16,90877,177.0
40635,อยากไปเที่ยว,July,facebook,55,90851,455.0
15670,My name is Napat,September,facebook,217,90835,435.0
36326,พรุ่งนี้ค่อยลด,November,facebook,558,90819,449.0
17009,PEACHII,July,instagram,4,90808,200.0
32181,ครูป้อนสอนอิงริช,June,facebook,60,90799,455.0
32737,ฅ-คนรักรถ Carlover,May,facebook,165,90794,448.0
26531,howyou.perfect,March,instagram,373,90794,195.0
11954,Khwankhong,July,facebook,227,90789,456.0
11473,KRK Studio,February,facebook,23,90772,432.0
17116,PINTO GAMING,December,youtube,8,90765,81.0
29495,sibbil_,May,twitter,34,90748,38.0
3732,Brianna’s Secret Club เพจเล่นเป็นเพื่อนลูก,February,facebook,380,90727,433.0
15330,Motorsport Lives : สำนักข่าวมอเตอร์สปอร์ต,March,facebook,161,90702,443.0
18713,REDDY,November,facebook,182,90681,450.0
38631,วิถีตากล้อง,September,facebook,278,90629,436.0
5286,Dao’s Healthy Diary,August,facebook,141,90610,448.0
4670,CigaretteS,October,youtube,5,90602,103.0
25222,atilalnan_,February,instagram,30,90571,169.0
32203,ครูพี่หมี ติวภาษาอังกฤษ,December,facebook,396,90569,427.0
9630,HappyNancy,December,facebook,209,90568,428.0
32783,จ ะ เ ที่ ย ว ไ ป ไ ห น,July,facebook,288,90519,457.0
15667,My name is Napat,October,facebook,182,90515,462.0
24846,ZuckerRider WheelieTH,October,youtube,27,90507,104.0
24290,Xcrosz,October,facebook,55,90448,463.0
31518,ขอแชร์นะ,July,facebook,154,90413,458.0
15042,Money Buffalo,January,facebook,175,90412,417.0
2379,Bankgarmo,November,youtube,52,90397,90.0
7311,FIFA WaTaFak,July,youtube,20,90393,113.0
18559,PuPe_so_Sweet,June,facebook,132,90358,456.0
42113,เทพลีลา,September,youtube,15,90343,98.0
29993,tonnkhaw,March,instagram,24,90317,196.0
35042,นิ้วกลม,December,instagram,32,90316,184.0
20884,Stock JourNoey,December,facebook,102,90309,429.0
11955,Khwankhong,June,facebook,125,90309,457.0
25511,chalis.s,July,instagram,42,90272,201.0
40959,อาจวรงค์ ป๋องแป๋ง จันทมาศ,April,facebook,124,90255,456.0
34852,นางพญาปลวก,March,instagram,61,90239,197.0
11352,KK Honcool,December,youtube,29,90215,82.0
38011,ลงทุนเกิร์ล,August,facebook,93,90189,449.0
34074,ตู้ซ่อนหมี,October,facebook,13,90185,464.0
1105,Alita Pear,May,facebook,35,90176,449.0
19270,Running Insider,April,facebook,265,90174,457.0
35857,ปั่นแค่ไหว,October,facebook,115,90153,465.0
5133,DJ.DREAMERTH,July,youtube,9,90143,114.0
11484,KRK Studio,May,youtube,9,90129,116.0
33189,ชาลี,November,facebook,185,90111,451.0
18379,Porschary,July,instagram,36,90098,202.0
1237,Amy Kitiya,August,instagram,19,90096,195.0
29989,tonnkhaw,February,instagram,24,90033,170.0
31645,ข้าวจ้าว หมากวนตีน,March,youtube,28,90021,116.0
6166,EATWITHPANIDA อีทวิทพนิดา,September,instagram,50,90005,189.0
29258,reviewchiangmai,August,facebook,152,89998,450.0
11880,Khajochi's Blog,April,twitter,105,89990,37.0
10978,JewJew Sippothai,July,facebook,21,89985,459.0
31740,คนวิจารณ์หนังไม่เป็น,June,twitter,47,89945,38.0
17026,PEACHII,September,instagram,8,89922,190.0
38567,วาเลนไทน์ Vvalentines,September,instagram,29,89888,191.0
9640,HappyNancy,June,facebook,157,89854,458.0
44394,โคตรคูล,March,instagram,35,89853,198.0
27337,kathylovesdrive,July,twitter,122,89840,44.0
35386,น้าอ้วนชวนหิว by Wongnai,May,facebook,311,89836,450.0
21757,TaxBugnoms,March,twitter,65,89824,43.0
17525,Palapilii Thailand,August,facebook,651,89804,451.0
3652,BoxSkin Bz.,February,youtube,18,89767,110.0
28251,nnewys,September,instagram,14,89757,192.0
13450,MTR Mysterios,July,youtube,8,89748,115.0
19558,SVIT,November,facebook,25,89747,452.0
14861,Mo-emag,August,facebook,86,89733,452.0
5485,Dek Jew Chill Out,June,facebook,218,89720,459.0
33505,ฌอน บูรณะหิรัญ,April,youtube,29,89699,126.0
30599,กับแกล้ม,January,facebook,8,89697,418.0
7736,Fiercebook,June,facebook,489,89684,460.0
27505,kujingjunkk,January,instagram,68,89659,171.0
19393,SANDEE CH,January,youtube,9,89657,112.0
4177,CarDebuts,December,facebook,45,89635,430.0
37464,ยังโสด - Youngsoad,January,instagram,162,89629,172.0
20693,Startyourway เส้นทางนายตัวเอง,January,facebook,9,89625,419.0
4076,CU.FITGIRL,September,instagram,37,89615,193.0
45656,ไอเดียแต่งบ้านสวย,August,facebook,441,89591,453.0
39029,สมาคมนิยมหนังหวาน [Romantic&Comedy Movie Society],July,twitter,47,89581,45.0
34923,นายอาร์ม,February,twitter,45,89574,40.0
41800,เค้าเรียกผมว่าแมว,May,youtube,18,89560,117.0
12463,LAZY COUP : เที่ยวเป็นคู่,September,facebook,260,89520,437.0
32145,ครูนอกกรอบ,June,facebook,115,89456,461.0
12528,Ladyissue.com รีวิวเครื่องสำอาง,July,facebook,2766,89453,460.0
37136,มอส ธนพร พลโกษฐ์,November,instagram,36,89399,177.0
10653,Jack Russell Terrier คนรักแจ็คและเพื่อนหมาๆๆ,June,instagram,8,89346,188.0
9573,Happy Mommy Diary,September,facebook,235,89345,438.0
14528,Mikasa Dota2,April,facebook,118,89250,458.0
7052,Evos TH,May,youtube,18,89236,118.0
44526,โดนไล่มาเล่นในนี้,February,twitter,44,89235,41.0
5804,Doyser,December,youtube,19,89223,83.0
24293,Xcrosz,September,youtube,16,89212,99.0
32244,ครูพี่แนน Enconcept : English to the MAX,October,twitter,109,89197,40.0
29101,promotion2u,July,facebook,1202,89194,461.0
20725,Starving Time,May,instagram,83,89148,172.0
31933,ครัวบ้านทุ่งกับลุงเด่น พากินพาเที่ยว,December,facebook,43,89134,431.0
26024,fhay_cotton_h,December,twitter,55,89122,28.0
33056,ฉากนี้แม่งได้ว่ะ,June,facebook,35,89121,462.0
11571,KaKaRoT Ch,December,youtube,53,89068,84.0
8144,Foodanyway ไปได้ทุกที่ ถ้ามีของอร่อย,January,instagram,25,89044,173.0
17256,PPgallery,March,instagram,34,89028,199.0
41815,เงินเดือนที่รัก,July,facebook,20,88982,462.0
44523,โดนไล่มาเล่นในนี้,December,twitter,36,88981,29.0
34997,นิตยสารชีวจิต,May,instagram,68,88930,173.0
40287,หมูแข็งแรง,July,instagram,22,88929,203.0
37332,มิ้นชี่ สมัชญา อัศวนิเวศน์,September,facebook,52,88917,439.0
13328,MOBYDICK,December,facebook,78,88915,432.0
30355,yingworldfood,August,instagram,37,88880,196.0
37114,มนุษย์แฟน,May,facebook,23,88870,451.0
669,AD-AOF TV,February,facebook,47,88814,434.0
4289,Cen Nathasa,December,instagram,13,88782,185.0
31418,ของขวัญ วศินี สิทธิวรพงศ์,April,twitter,65,88773,38.0
45192,ไปกันนะ : Pai Gun Na,June,facebook,196,88700,463.0
3733,Brianna’s Secret Club เพจเล่นเป็นเพื่อนลูก,January,facebook,630,88689,420.0
30375,yingworldfood,October,instagram,28,88682,183.0
31932,ครัวบ้านทุ่งกับลุงเด่น พากินพาเที่ยว,August,youtube,33,88679,102.0
32104,ครู นกเล็ก,February,youtube,33,88674,111.0
1424,Arainy,June,youtube,12,88662,116.0
42668,เป็นแม่แมว,October,facebook,111,88646,466.0
27275,kamonnart,October,twitter,98,88610,41.0
4628,Chujai Family,January,youtube,4,88606,113.0
37415,มูมมาม,October,instagram,61,88601,184.0
38561,วาเลนไทน์ Vvalentines,May,instagram,26,88597,174.0
33508,ฌอน บูรณะหิรัญ,June,youtube,5,88581,117.0
40975,อาจวรงค์ ป๋องแป๋ง จันทมาศ,May,facebook,163,88581,452.0
4175,CarDebuts,August,facebook,60,88566,454.0
5591,DevilMeiji,August,youtube,29,88545,103.0
36047,ป๊อบ ปิยนุช จิตตินันทน์,May,twitter,123,88508,39.0
7317,FIFA WaTaFak,May,youtube,17,88487,119.0
1933,BABYMOJIKO,May,instagram,13,88475,175.0
20788,StepGeekTV Online,October,youtube,45,88466,105.0
29998,totay168,April,instagram,24,88447,178.0
6582,Eat and Shout พี่เชาท์พากินพาเที่ยว,March,instagram,58,88436,200.0
32106,ครู นกเล็ก,July,youtube,32,88429,116.0
3860,Buffet Channel,March,facebook,79,88368,444.0
37478,ยังโสด - Youngsoad,September,instagram,163,88365,194.0
39031,สมาคมนิยมหนังหวาน [Romantic&Comedy Movie Society],June,twitter,53,88349,39.0
9911,HoN_BoYa,April,facebook,60,88343,459.0
15499,Muji Sama,March,youtube,9,88328,117.0
4103,Cafe Story : รีวิวคาเฟ่ ทุกวัน,May,instagram,37,88304,176.0
12498,LOOPER CG,January,youtube,1,88303,114.0
41604,เกษียณสำราญ,November,facebook,49,88297,453.0
7919,Fit Kab Dao,December,instagram,44,88281,186.0
44396,โคตรคูล,May,facebook,50,88243,453.0
34689,นักรีวิวสมัครเล่น,November,twitter,78,88206,23.0
30300,wmssn,November,instagram,39,88198,178.0
34485,ทําเอง กินเอง Byแม่Milko_o,February,youtube,10,88161,112.0
43885,แบกกล้องเที่ยว,December,facebook,296,88146,433.0
42245,เที่ยวทั่วไทย ไปไหนดี,January,facebook,686,88132,421.0
21742,TaxBugnoms,December,twitter,41,88112,30.0
28858,pinenerize,December,instagram,31,88108,187.0
36285,พยูนบูด ตะลุยกิน,November,facebook,1085,88106,454.0
