,account_name,channel,post_id,engagement,rankengage
2517,cCraftedStudio,youtube,34,294909,251.0
1825,Primrose,twitter,111,293690,89.0
1415,Mena Noona,instagram,102,293655,363.0
6,108Life,instagram,65,292176,364.0
3033,กระเป๋าหนึ่งใบ,facebook,2686,292058,802.0
43,8 บรรทัดครึ่ง,facebook,652,291744,803.0
561,Dopper,facebook,206,291026,804.0
1739,PameeReview,twitter,332,290643,90.0
939,Happy Sunday,instagram,575,290486,365.0
3282,จูน June Jellyjune,instagram,326,289917,366.0
3466,นายอาร์ม,twitter,175,289364,91.0
3758,รีวิวเอามันส์ by Belledoll,facebook,1038,289169,805.0
2077,SuN12,youtube,187,289008,252.0
973,Honda Petchaporn,instagram,370,288591,367.0
906,Grand Prix Online,facebook,4841,288518,806.0
153,Artteller,facebook,700,288293,807.0
3901,สะพายเป้,facebook,1093,288265,808.0
3259,ฅนเล่นหุ้น,facebook,319,288170,809.0
1450,MinutevideosThailand,facebook,252,287350,810.0
742,Feminista,twitter,567,286805,92.0
1151,Kanunnk,youtube,51,284960,253.0
3630,พิกุลแฮมรีวิว สายชิลใจบาง,twitter,631,283926,93.0
1644,OPZTV,facebook,144,283359,811.0
4251,เฟ็ดเฟ่ บอยแบนด์  FEDFE,facebook,288,283102,812.0
2772,mine สะใภ้ตุรกี,youtube,217,282335,254.0
1881,Rindere Chan,youtube,124,281941,255.0
2959,taploypailin,instagram,313,280346,368.0
1567,NUANIA,youtube,103,279569,256.0
3426,ธนาคารจิตอาสา JitArsa Bank,facebook,966,279385,813.0
645,EatGuide เพื่อนซี้เวลาหิว,youtube,106,279027,257.0
1067,Jeab.com,facebook,2268,278850,814.0
167,Aum Bellezza,twitter,631,278740,94.0
234,Baroctar,facebook,816,277430,815.0
1393,May Clinic คลินิกนักวิ่งโดยหมอเมย์,facebook,463,276804,816.0
3431,นวล,twitter,186,276137,95.0
4242,เพนกวิ้นรีวิว GuinHungry,facebook,1978,275706,817.0
3851,วิ่งไหนกัน ปั่นไหนดี,facebook,2727,275411,818.0
2398,XO Autosport,youtube,304,274690,258.0
218,Baminaaa,instagram,240,274119,369.0
3419,ท่องเที่ยวสะดุดตา Sadoodta,facebook,916,273851,819.0
3516,บรีฟเหี้ย,twitter,455,272911,96.0
3711,มิ้นชี่ สมัชญา อัศวนิเวศน์,youtube,66,271897,259.0
1607,Nitcha Mint,instagram,246,270128,370.0
52,A CALL for Animal Rights Thailand,facebook,662,268161,820.0
2443,Zellfie,twitter,76,267797,97.0
3015,withpeachy,twitter,558,267457,98.0
760,FinSpace,facebook,1194,267399,821.0
3949,หนุ่มเมืองจันท์,twitter,60,266950,99.0
3317,ชุุมชนคนสร้างซิกแพ็ค sixpackclub.net,youtube,164,266863,260.0
3804,ลูกจ้างใจกล้า,facebook,277,266800,822.0
4173,เดียร์ลอง,youtube,18,265318,261.0
380,CGGG,instagram,33,265186,371.0
3671,ฟ้า ษริกา สารทศิลป์ศุภา,youtube,78,264829,262.0
2942,specphone,facebook,2162,264702,823.0
1446,Minimint's Mission,facebook,687,264503,824.0
3619,พาลูกเที่ยวดะ,facebook,5070,264104,825.0
3743,รินเดเระ,facebook,466,263651,826.0
2504,best_olives,instagram,138,262527,372.0
354,BoyMinORu,youtube,286,261739,263.0
3095,กินแหลก เรื่องกินต้องยกให้เรา,instagram,394,261451,373.0
1013,IceBank Diary,youtube,48,261334,264.0
4393,แม่บ้านอินเดีย Maebaan India,facebook,286,260941,827.0
2074,Storybombb,youtube,30,259583,265.0
2217,The Monster House,instagram,58,259406,374.0
4319,เลี้ยงลูกให้ถูกทาง by แม่มิ่ง,facebook,3961,259067,828.0
523,DataRockie,facebook,493,258691,829.0
3964,หมอส่องกล้อง,facebook,758,258035,830.0
2903,puffpoy,instagram,126,257416,375.0
3306,ชิลไปไหน,youtube,666,256817,266.0
627,Eat 'n Trip,facebook,1355,256763,831.0
1297,Lumpsum,facebook,1029,256609,832.0
3176,ครัวดัดจริต,instagram,273,256122,376.0
1749,Patiizz,facebook,541,256049,833.0
3393,ถนัดชิม,instagram,385,255664,377.0
2714,kathylovesdrive,twitter,396,255417,100.0
3383,ตู่ สวรินทร์ ศรีบุญมา,youtube,73,255164,267.0
2172,Thai Gamers คนรักเกม,facebook,778,254945,834.0
854,GameFever TH,facebook,1084,253960,835.0
2585,fluke - alwaysfluke.com,facebook,3187,253923,836.0
3075,กินข้าวกัน,instagram,174,253500,378.0
569,Dr Amp Team,facebook,452,253354,837.0
1625,Noyneung Makeup,youtube,146,252757,268.0
4220,เที่ยวไหนกัน วันศุกร์,facebook,1441,252622,838.0
4497,"ไปกินกัน - ""Let's Eat""",facebook,2552,252380,839.0
2152,Teacher greg,facebook,333,251930,840.0
1343,Maeban,instagram,398,251607,379.0
1594,Netty Vichyanond,instagram,469,251459,380.0
2796,nattiw,instagram,685,251340,381.0
3845,วิ่งทั่วไทย,facebook,1604,250847,841.0
1397,Maysa Traveller,facebook,2331,250645,842.0
1345,Maerakluke - แม่รักลูก,facebook,1624,250296,843.0
1111,Just4Game,youtube,364,250125,269.0
2237,The101.world,twitter,1861,250021,101.0
4024,หุ้นพอร์ทระเบิด,facebook,841,249629,844.0
2055,Steve Lock 8,facebook,534,249464,845.0
1220,Ky0N,youtube,153,249233,270.0
4354,แซ่บ,facebook,196,249062,846.0
887,Go!Graph,facebook,3204,248825,847.0
110,All by On'oum,youtube,59,248726,271.0
1868,RelationTrips,facebook,3524,248594,848.0
3020,wongnai.com,twitter,1199,247947,102.0
2835,oporcony,instagram,96,247870,382.0
540,Deklaaon Channel,facebook,203,247671,849.0
2699,julibakerandsummer,instagram,183,246802,383.0
3713,มี่ป๋อง,instagram,295,246801,384.0
1099,Journey เจอนี่,facebook,1391,246420,850.0
947,HashCorner,instagram,167,245437,385.0
3622,พาวัวไปล่าม,facebook,1356,245012,851.0
3916,สำนักป้ายยา,facebook,852,244619,852.0
50,@aroii บอกต่อ,instagram,785,244001,386.0
326,Bon Appetit Bangkok - แหล่งรวมร้านอร่อย,facebook,2114,243783,853.0
3612,พลอยชมพู วัชรเจริญพงษ์,youtube,88,243428,272.0
1811,Pook Jongkol,instagram,829,243369,387.0
3238,คุณแม่ยังสวย,facebook,861,243360,854.0
2439,ZJB - MAKEUP,instagram,246,242731,388.0
4420,โฆษณาย้อนยุค,facebook,425,241608,855.0
1102,Journeyaholic,facebook,1351,241391,856.0
2350,Wavezy,youtube,60,241345,273.0
1521,Mr.Oe,facebook,163,240707,857.0
2020,SoraMix,youtube,253,240116,274.0
2280,TravelHolic ชีวิตติดเที่ยว,facebook,3143,239668,858.0
378,CAFE TELLER,instagram,194,239569,389.0
1802,Point of View,facebook,261,237116,859.0
972,Honda Petchaporn,facebook,456,236619,860.0
538,Dek-D.COM – เด็กดีดอทคอม,twitter,2554,236178,103.0
1920,SATANG BANK,instagram,53,235722,390.0
1472,Mom Diary,instagram,652,235060,391.0
1326,MR.ZEROZ KINGNER,youtube,101,232317,275.0
493,DDproperty.com,facebook,1577,231374,861.0
1628,Nueng Panu,youtube,80,231253,276.0
3157,คนวิจารณ์หนังไม่เป็น,facebook,322,230564,862.0
1985,Sinthorn,facebook,423,229888,863.0
748,FiawKunG Channel,youtube,58,229271,277.0
2636,huakhai hunk,instagram,222,228843,392.0
3040,กวี ชูกิจเกษม,facebook,69,228286,864.0
2861,peachhypeach,instagram,175,228285,393.0
1152,Karin CH - 1412,facebook,46,227959,865.0
2660,ilaw,instagram,249,227843,394.0
713,FINNOMENA,facebook,2298,227796,866.0
94,Airvikitsreth,instagram,246,226448,395.0
4296,เรื่องเล่ามาดามคิม,facebook,1282,226298,867.0
1878,Ridebuster,facebook,2002,226265,868.0
736,Farose,facebook,174,226109,869.0
373,Butter Club,instagram,120,224840,396.0
2382,Wonder Boy,facebook,840,224579,870.0
3053,กาย หงิด,instagram,12,224096,397.0
1005,INVESTING.in.th x Fidelity,facebook,915,223748,871.0
392,Cafe Story : รีวิวคาเฟ่ ทุกวัน,twitter,563,222695,104.0
2300,Ultra Rider นักปั่นอุลตร้าแมน,facebook,470,221973,872.0
681,Estopolis.com,facebook,5674,221112,873.0
2727,korean everyday - เกาหลีวันละนิดจิตแจ่มใส,facebook,1230,221028,874.0
3544,บ้านเราสตอรี่,youtube,188,220681,278.0
1121,KM Racing By กมลการยาง,facebook,4888,220485,875.0
3500,น่าแดกไหมล่ะมึง,facebook,898,220187,876.0
1991,SistaCafe,twitter,3475,219222,105.0
2010,Solo Investor,facebook,547,218306,877.0
2646,iSalaryman Trader,facebook,1583,218210,878.0
579,DrAmp Team,youtube,43,217983,279.0
3592,ผู้หญิง,instagram,227,217713,398.0
3789,ลิค,instagram,81,217380,399.0
2091,Surfer's Holiday,facebook,2226,217004,879.0
1352,Mahidol Channel มหิดล แชนแนล,youtube,428,216891,280.0
4031,อภินิหารเงินออม,facebook,826,216689,880.0
768,Fit Junctions,youtube,63,216487,281.0
3021,wongnai.com,youtube,337,216307,282.0
3432,นวล,youtube,36,215380,283.0
3925,สุดสัปดาห์แฟนคลับ,youtube,121,215161,284.0
4107,อ่านงบการเงินไม่ยาก - Money Hero,youtube,667,215083,285.0
1573,NamFinance,facebook,866,215017,881.0
756,Fillykung,youtube,159,213535,286.0
1422,MheeGamer,youtube,91,213426,287.0
2379,WiriWiri,instagram,124,213195,400.0
3354,ตามล่าความอร่อย chasing delicious,instagram,347,212343,401.0
1589,Neotica,facebook,237,212082,882.0
2951,suntur,instagram,76,211740,402.0
892,Gogetlost,facebook,2582,211160,883.0
4343,เอบอง..นึกอะไรได้ก็รีวิว,instagram,642,210953,403.0
424,Chickypie,instagram,436,210936,404.0
320,Blognone,twitter,6181,210604,106.0
3197,ครูชัย M.I.B Marketing In Black,facebook,278,210476,884.0
803,Foodoclock Eat Around Theclock,instagram,232,210453,405.0
2565,engbypfah,facebook,119,210257,885.0
2474,amadjpetjah อาม่าดีเจเพชรจ้า,youtube,52,209284,288.0
2389,Wongnai Beauty,twitter,671,209034,107.0
1475,Momay Pa Plearn,facebook,227,208717,886.0
790,Fond of good food,twitter,327,208050,108.0
2073,Storybombb,instagram,39,207908,406.0
2682,jejee__s,instagram,249,207829,407.0
3968,หมอเด็ก,facebook,334,207477,887.0
417,Chef Gai Thanunya,facebook,144,207350,888.0
649,Eatoutbkk,instagram,225,207333,408.0
2787,mxphone,facebook,4520,207153,889.0
1958,Sauce Channel,youtube,60,207107,289.0
393,Cafe is calling,facebook,4603,206981,890.0
2258,Tollmahawk,facebook,410,206862,891.0
1783,Places two go,facebook,1491,206576,892.0
3085,กินเก่ง,instagram,166,206190,409.0
3313,ชีวิตติดเหล็ก ผอมชัวร์,instagram,286,205959,410.0
1203,Kitsguy,youtube,375,205517,290.0
3361,ติน่า เทย์เลอร์ - Tina Taylor,youtube,373,205236,291.0
4153,เจน Jane Soraya,instagram,277,204991,411.0
3265,จดอ - JUSTดูIT.,twitter,774,204331,109.0
2290,TripTH ทริปไทยแลนด์,instagram,371,203622,412.0
4169,เซมากูแดก,facebook,1949,203159,893.0
986,I AM EAT กิน/เที่ยว/เปรี้ยวซ่าส์,instagram,333,202107,413.0
1639,OATS X Somewhere,facebook,2651,200725,894.0
367,Buffalo Gags,twitter,122,200507,110.0
1947,Salisa,instagram,337,200371,414.0
3004,viwenny,facebook,647,200317,895.0
621,Ease Around,twitter,250,199893,111.0
3394,ถนัดชิม,twitter,95,199296,112.0
2798,neayranchana,instagram,251,199184,415.0
4453,โรแมนติกร้าย,facebook,518,199113,896.0
4351,แกะดำทำธุรกิจ blacksheep,facebook,408,198991,897.0
1235,Lakoi Dota2,youtube,307,198780,292.0
4189,เที่ยว อยู่ ได้,youtube,110,198514,293.0
981,Hymnnae,instagram,167,198088,416.0
2421,Young Pride Club,facebook,1992,197690,898.0
3966,หมอหมี เม้าท์มอย,youtube,124,195862,294.0
2924,salehere1,twitter,7876,194632,113.0
2902,pssyppl,instagram,102,194590,417.0
3963,หมอปุ้ม พญ. สิรนาถ สุขภาพดี คุณมีได้,youtube,184,194481,295.0
3938,หนังจวยจวย,facebook,313,193931,899.0
1392,Maxed Out Style,youtube,48,193543,296.0
2102,TAEJK,youtube,290,193532,297.0
1613,Noeylamai,twitter,483,192605,114.0
109,All by On'oum,instagram,132,191902,418.0
1795,Ploy Natnicha,facebook,434,191761,900.0
2717,katmatcha,twitter,657,191759,115.0
165,Aum Bellezza,facebook,2459,191568,901.0
1721,Paidonnnn ไปโดนนนน,instagram,541,190918,419.0
4228,เนิส Nurseryus Makeup & Art,twitter,204,190816,116.0
2456,_georgiejr,twitter,628,190376,117.0
3760,รีวิวโคราช,facebook,1544,190270,902.0
1237,Lanna Jr.,youtube,300,190086,298.0
2996,twitter_review,instagram,301,189997,420.0
4029,อป ที่รัก,facebook,2846,189652,903.0
3674,ภาษาไทย By ครูพี่เจมส์,facebook,1547,189644,904.0
3036,กระเพาะเดินทาง tummytravel,facebook,1871,189494,905.0
2407,"YSocial ที่สุดของสังคม ""มือใหม่เล่นหุ้น""",facebook,1237,189328,906.0
2397,XO Autosport,instagram,185,188920,421.0
2681,jaytherabbitofficial,twitter,1018,188670,118.0
1047,Jamsai,instagram,139,187558,422.0
1174,Khruzee,instagram,267,187489,423.0
3585,ผิงรีวิว,twitter,637,187217,119.0
453,Club VI,facebook,512,187036,907.0
1516,Mr Vray gadget & review,facebook,761,186856,908.0
1533,Munk TV,youtube,86,186794,299.0
4481,ไชโย โอป้า,facebook,242,186726,909.0
925,HELLO SKIN by หมอผิวหนัง,facebook,1122,186623,910.0
311,Blacklist Secret,youtube,100,185628,300.0
67,ADBIG,youtube,415,185271,301.0
1564,NUANIA,facebook,381,185123,911.0
1416,Mena Noona,youtube,61,185076,302.0
3657,ฟลอ เกศิณี ปิ่นเจริญ,instagram,418,184743,424.0
3307,ชีวิตติดครัว,instagram,157,184743,424.0
3524,บันทึกของตุ๊ด,instagram,125,184441,425.0
2658,iiitoei,youtube,31,184411,303.0
3961,หมอปอ SugarFreedom : เบาหวาน และสุขภาพดีได้ ไม่ใช้ยา,facebook,416,183123,912.0
2541,cookingforhusband,instagram,190,182890,426.0
2640,iNewch,youtube,256,182829,304.0
743,Fhay Cotton,facebook,1069,182784,913.0
3311,ชีวิตติดรีวิว,youtube,1011,182471,305.0
809,Forever on vacation,facebook,692,182314,914.0
4174,เด็กกินง่าย,facebook,902,181552,915.0
585,DroidSans,twitter,1925,180808,120.0
4226,เนิส Nurseryus Makeup & Art,facebook,383,180256,916.0
504,Dailydelicious,facebook,268,180213,917.0
1525,MudleyGroup,facebook,520,180158,918.0
1386,MassAutoCar,youtube,234,179811,306.0
911,Greenpeace Thailand,facebook,1269,179567,919.0
1938,Salaider Esport,youtube,12,179307,307.0
2985,toeyprim,facebook,320,179070,920.0
195,BIG Trees,facebook,1563,178587,921.0
431,Chill With Me,facebook,2950,177652,922.0
2177,Thai Superbike  (ชุมชนคนรัก Superbike),facebook,763,176710,923.0
4522,ไปไง มาไง,facebook,1435,176451,924.0
4365,แบบบ้านสวยๆ,facebook,615,176313,925.0
3224,คำคมครีเอทีฟ,facebook,127,176017,926.0
4081,อาชิ อาชิตา ศิริภิญญานนท์,youtube,64,175698,308.0
3904,สัตว์มีค่า ป่ามีคุณ,facebook,653,173928,927.0
2041,Stackpython,facebook,1973,173269,928.0
2333,WWF,facebook,895,172632,929.0
2110,TFPA,facebook,203,172254,930.0
143,Arifah KH,youtube,62,172215,309.0
2178,Thai Top Fitness,facebook,197,171595,931.0
